Issue,Learn Text,Call Text,Call Instruction,App Phone Number,Listen Text,Message From,Message URL,Header Color,Short Title,Call In Code Digits,Feedback Form URL
To learn more about issues your district council is working on including:<br><br><ul><li>Bond Projects</li></ul>,<a href='http://www.sanantonio.gov/council'>Click here to read information about city council.</a>,Have a question and feedback for your city council? Share your thoughts and knowledge.,Call in to share,(210) 538-6375,TalktoSACouncil is for you to have a conversation with your district representative.,<br><br>2014 Code of America Fellow: Amy Mok,http://mokamy.com/talktosacitycouncil/introduction.mp3,#6DC6AD,Talk to SA City Council,3,https://docs.google.com/a/codeforamerica.org/forms/d/1fKzGxXgC_Fc5i6Sj0vuO077FLaoVay_J3kYqnqNuCMc/viewform
